日期,天气状况,风力风向(夜间/白天),最低气温,最高气温
2020年07月01日,小雨  /阵雨,北风 1-2级  /北风 1-2级,24,30
2020年07月02日,阵雨  /阵雨,南风 1-2级  /南风 1-2级,25,31
2020年07月03日,阵雨  /阵雨,南风 1-2级  /南风 1-2级,24,30
2020年07月04日,小雨  /多云,南风 1-2级  /南风 1-2级,25,33
2020年07月04日,小雨  /多云,南风 1-2级  /南风 1-2级,25,33
2020年07月05日,晴  /晴,南风 1-2级  /南风 1-2级,26,34
2020年07月05日,晴  /晴,南风 1-2级  /南风 1-2级,26,34
2020年07月06日,晴  /晴,南风 1-2级  /南风 1-2级,27,35
2020年07月07日,多云  /阵雨,南风 1-2级  /南风 1-2级,26,33
2020年07月08日,中雨  /大雨,南风 1-2级  /南风 1-2级,24,27
2020年07月09日,小雨  /小雨,南风 1-2级  /南风 1-2级,24,29
2020年07月10日,大雨  /小雨,南风 1-2级  /南风 1-2级,24,26
2020年07月11日,阵雨  /多云,南风 1-2级  /南风 1-2级,25,31
2020年07月12日,多云  /多云,南风 1-2级  /南风 1-2级,25,34
2020年07月13日,阵雨  /多云,北风 1-2级  /北风 1-2级,24,32
2020年07月14日,晴  /晴,南风 1-2级  /南风 1-2级,25,35
2020年07月15日,晴  /多云,南风 1-2级  /南风 1-2级,25,35
2020年07月16日,晴  /晴,南风 1-2级  /南风 1-2级,25,36
2020年07月17日,晴  /晴,南风 1-2级  /南风 1-2级,27,36
2020年07月18日,晴  /晴,南风 1-2级  /南风 1-2级,27,34
2020年07月19日,大雨  /小雨,北风 1-2级  /北风 1-2级,23,27
2020年07月20日,阵雨  /多云,北风 1-2级  /北风 1-2级,22,26
2020年07月21日,晴  /晴,南风 1-2级  /南风 1-2级,25,34
2020年07月22日,晴  /晴,南风 1-2级  /南风 1-2级,25,35
2020年07月23日,晴  /晴,南风 1-2级  /南风 1-2级,25,36
2020年07月24日,晴  /晴,南风 1-2级  /南风 1-2级,26,36
2020年07月25日,晴  /晴,南风 1-2级  /南风 1-2级,26,36
2020年07月26日,多云  /阵雨,南风 1-2级  /南风 1-2级,24,35
2020年07月27日,大雨  /阵雨,北风 1-2级  /北风 1-2级,23,26
2020年07月28日,多云  /多云,南风 1-2级  /南风 1-2级,24,31
2020年07月29日,阵雨  /多云,南风 1-2级  /南风 1-2级,24,33
2020年07月30日,阵雨  /阵雨,南风 1-2级  /南风 1-2级,25,33
2020年07月31日,晴  /晴,南风 1-2级  /南风 1-2级,25,34
